headline,clickbait,clickbaitNoise
US President George Bush discusses 'war on terror',0,0.05
19 Strikingly Beautiful Italian Baby Names That Are About To Take Over,1,0.95
Seabrook city councilman takes heat for words,0,0.05
"If Movies With ""Man"" In The Title Were Actually About ""Mandolins""",1,0.95
26 Asian Beauty Products You Should Totally Spend Your Hard-Earned Money On,1,0.95
This Insane Amethyst-Inspired Wedding Cake Will Blow Your Mind,1,0.95
Yani Tseng captures Women's British Open title for a record fifth major,0,0.05
Heavy rain causes flooding across the UK,0,0.05
Shuttle Landing Delayed,0,0.05
Yahoo!7 creates joint venture with Xtra,0,0.05
Professor sought after three die in Georgia shooting,0,0.05
What's Your Personal Slogan,1,0.95
"Haitian minister: Over 150,000 dead in capital after earthquake",0,0.05
US Senator Robert Byrd dies at age 92,0,0.05
19 Things You'll Only Understand If You're A Woman Who Hates Shaving,1,0.95
Thoughts You Have While Waiting To Get Tested,1,0.95
"Here's The Original ""Ghostbusters"" Concept Art, From Stay Puft To Slimer",1,0.95
17 Hilarious Tweets About Columbus Day,1,0.95
A Celebration on Wheels in Observance of Purim,0,0.05
"Paul Schneider leaving NBC's Parks and Recreation; Rob Lowe, Adam Scott to appear in series",0,0.05
Cricket: India beat England in second one-day international,0,0.05
This Cheesy Mashed Cauliflower Is What Heaven Looks Like,1,0.95
BP Nominates Russian to Oversee TNK-BP,0,0.05
Arias leads opinion polls in Costa Rica,0,0.05
Kristen Bell And Dax Shepard Dancing Through Africa Will Restore Your Faith In Love,1,0.95
"Which ""Agents Of S.H.I.E.L.D."" Organization Do You Affiliate With",1,0.95
"U.S. Strike Kills 5 Civilians, Afghans Say",0,0.05
A Dad And Son Dressed Up Like Each Other And No One Could Tell Them Apart,1,0.95
CanadaVOTES: NDP candidate Ryan Dolby running in Elgin—Middlesex—London,0,0.05
Kosmos-3M launches final SAR-Lupe satellite,0,0.05
Bloomberg and Clinton create green alliance,0,0.05
"The Sexual Tension Is Real In The New ""Batman V Superman"" Teaser",1,0.95
Try These Tasty Treats For Your Super Bowl Party,1,0.95
Kyrgyzstan Ratifies U.S. Base Accord,0,0.05
A Way to Remember Robinson for His 90th Birthday,0,0.05
"With Spring Approaching, Knicks Go Cold",0,0.05
"Saudi Arabian women gain right to vote, run in elections",0,0.05
"How Well Do You Remember ""The Force Awakens""",1,0.95
17 Inspirational Desk Succulents,1,0.95
Tornadoes rampage through Mississippi,0,0.05
Becoming Christine And The Queens,1,0.95
Can You Find All 23 Chameleons Hiding In This Forest,1,0.95
First gay marriage in Spain takes place,0,0.05
Unease in Papua After Indonesia Invites Rebel Leader Back,0,0.05
Doc Brown Recorded A Special Message For Back To The Future Day,1,0.95
Suspects Held in Killing of Parents of 17,0,0.05
17 Deeply Haunting Photos Of Life After Humans,1,0.95
Prove You Are Rich By Buying Expensive Shit And Ruining It,1,0.95
What Would Zooey Deschanel Name You,1,0.95
Cyprus charges five over 2005 air crash that killed 121,0,0.05
John Major weighs in on Scottish independence debate,0,0.05
Explaining Rap Lyrics Will Get You Fired As An Election Candidate In Canada,1,0.95
"The Talk, and the Talk, and the Talk, of Austin",0,0.05
19 Things That Happen When You're Single AF During Christmas,1,0.95
House Approves 90% Tax on Bonuses After Bailouts,0,0.05
Agency Skeptical of Internet Privacy Policies,0,0.05
11 Christmas Cards Only Mexican Moms Would Send,1,0.95
We Know Which 2016 Movie You're Most Excited To See Based On One Question,1,0.95
What Is Your Sexiness Score,1,0.95
Political Shifts on Gay Rights Lag Behind Culture,0,0.05
Sri Lanka Attack Said to Kill Dozens,0,0.05
"Drop Everything: Demi Lovato Covered Adele's ""Hello""",1,0.95
22 Life Hacks So Incredibly Stupid They're Borderline Genius,1,0.95
Can We Guess How Many People You Bonked In 2015,1,0.95
9 Rocket Scientist Fails That Will Make You Feel Like A Winner,1,0.95
What's The Biggest Misconception About Being A Military Spouse,1,0.95
"Hedley Gives Us An Exclusive Stripped Down Cover Of Their Song ""Hello""",1,0.95
"Gladys Powers, last female veteran of World War I dies age 109",0,0.05
Pittsburgh Penguins win Stanley Cup,0,0.05
Closure of Guantánamo prison will take longer than expected,0,0.05
"Please Enjoy This Optical Illusion Of A Massive Penis In A Cup, Featuring The Chuckle Brothers",1,0.95
23 Things That Could Only Happen In San Francisco,1,0.95
"Unable to Lean on Sabathia, Yankees Fall Flat in Florida",0,0.05
We Rated 16 Of 2015's Celebrity Thirst Traps,1,0.95
Report claims UK might withdraw from Iraq as early as October,0,0.05
Which Will Ferrell Movie Are You,1,0.95
Colbert Breaks Down Why Vaping Is So Hot Right Now,1,0.95
Your Favorite '90s Pop-Punk Anthem Has Been Recreated In This Amazing Video,1,0.95
Which Blue Jays Player Should You Date Based On Your Zodiac Sign,1,0.95
Police warn of possible bomb threat in central London,0,0.05
"You Probably Missed This One Detail In The Fifth ""Harry Potter"" Book",1,0.95
Financial Crisis Dims Hopes for Giant Cross-Border Banks in Europe,0,0.05
19 Parents Who Need To Delete WhatsApp Immediately,1,0.95
33 Slightly Unexpected But Awesome Things You Should Be Thankful For,1,0.95
Cost Cuts at Qwest Help Profits Climb,0,0.05
Heavy Lift Delta IV Rocket Launches,0,0.05
"Israel Closes Media Center, Upsetting Palestinians",0,0.05
Three detained for Thai marine deaths,0,0.05
"$431,000 Paid for Envelope and Its Stamp",0,0.05
Canadian Judge Convicts Rwandan in 1994 Genocide,0,0.05
15 People Who Got Dumped In Really Terrible Ways,1,0.95
What Asian Beauty Products Should We Know About,1,0.95
China-EU financial relations are growing,0,0.05
7 Things You Should Know About Being A Police Forensics Expert,1,0.95
Reality TV star sought after model found dead in California dumpster,0,0.05
Philippine exports plunge to eight-year low,0,0.05
Psychiatrist Dr. Jerald Block tells Wikinews about addiction to the Internet,0,0.05
"Ryan Reynolds Surprises Mega ""Deadpool"" Fan With Tickets To NYC Premiere",1,0.95
Court Confirms Death Sentence for Egyptian Tycoon,0,0.05
Are Your Hook Up Habits Like Everyone Else's,1,0.95
Hurricane Katrina: Resources regarding missing/located people,0,0.05
What People With Natural Hair Really Hear,1,0.95
Typhoon Parma threatens Taiwan,0,0.05
What's Your Favorite Story From Your Time In A Black Fraternity Or Sorority,1,0.95
Russian singer Lyudmila Zykina dies at age 80,0,0.05
8 Songs That Will Make You See Kesha In A New Light,1,0.95
What Would Your Reality Show Be Called,1,0.95
Seven arrested in UK cruise ship drugs seizure,0,0.05
When People Can't Text You Back,1,0.95
"This ""50 Shades"" Twitter Account Is The One Every Nerd Has Been Waiting For",1,0.95
Is It Medically Possible To Lick A G-Spot,1,0.95
Cashman Takes Issue With Book Anecdote About Giambi,0,0.05
Arinze and Tettamanzi equal favorites as new Pope,0,0.05
"After Her Wedding Was Canceled, A Bride's Family Turned Her Reception Into A Feast For The Homeless",1,0.95
21 Things Women Who Wear Hijabs Can't Do,1,0.95
Bank of America Sells Stake in Chinese Bank,0,0.05
36 Songs You'll Remember If You Were In College From 2007-2011,1,0.95
21 Women Who Can Teach You How To Slay,1,0.95
Let's Talk About Peeing In The Shower,1,0.95
F.D.A. Approves a Stem Cell Trial,0,0.05
Hillary Clinton forms presidential exploratory committee,0,0.05
19 Times Ryan Reynolds' Instagram Made Him Even More Irresistible,1,0.95
Emma Watson Just Perfectly Called Out Sexism In The Film Industry,1,0.95
Free Internet-Calling Services for Cellphones,0,0.05
2 Suspects Waterboarded 266 Times,0,0.05
Colombian army general resigns over civilian deaths,0,0.05
Can You Guess The Late '00s Song By One Screenshot,1,0.95
This Privileged Crossword Says Everything About The Patriarchy,1,0.95
17 Mindblowing Ways To Eat Bagels,1,0.95
Lady Gaga's New Disco Cover Will Make Your Weekend,1,0.95
"Playing Near Home, 12th-Seeded Gonzaga Upsets Fifth-Seeded Xavier",0,0.05
For Everyone Who Feels Personally Attacked By People Chewing,1,0.95
"As Data Collecting Grows, Privacy Erodes",0,0.05
Few TV Reports on Audience Flight,0,0.05
17 Photos That'll Remind You That The World Isn't All Bad,1,0.95
Independent Wisconsin legislative candidate to sue over censorship of controversial description,0,0.05
Please Look At This Baby Zebra,1,0.95
Dell recalls potentially incendiary laptop batteries,0,0.05
Azerbaijan win 2011 Eurovision Song Contest,0,0.05
Australian TV networks reprimanded for breaching code of practice,0,0.05
17 Celebrities Only Black People Know,1,0.95
Fossett set to recreate first non-stop trans-Atlantic flight,0,0.05
UEFA CL: First qualifying round winners are now known,0,0.05
"2015 You're Great And I'ma Let You Finish, But 2006 Had The Best Music Of All Time",1,0.95
2007/08 Bundesliga: MSV Duisburg vs. Bayern Munich,0,0.05
Youth forum to submit suggestions to UN,0,0.05
We Know If You're A Cat Or Dog Person Based On Your Favorite Animals,1,0.95
US indicts eleven alleged pirates from Somalia,0,0.05
"You Need To See Gigi Hadid Naked On The Cover Of French ""Vogue""",1,0.95
"Judging Honesty by Words, Not Fidgets",0,0.05
Isiah Thomas May Coach Florida International,0,0.05
18 Things Every Beer Drinker Needs To Know,1,0.95
The Original Wiggles Might Reunite This Winter And This Is Not A Drill,1,0.95
"24 Great Movies You Likely Missed This Year, But Should Totally See",1,0.95
Resurgent Egypt Takes Aim at  U.S. in Confederations Cup,0,0.05
Which Albus Dumbledore Quote Should Be Your Life Motto,1,0.95
"Emergency at JDS Uniphase in San Jose, CA",0,0.05
"We Know What You Hate About The ""Harry Potter"" Movie Adaptations",1,0.95
We Read An Erotic Trudeau-Inspired Story And Were Only Mildly Aroused,1,0.95
19 Things You'll Only Understand If You Suck At Makeup,1,0.95
10 Jeans Hacks To Keep Your Look On Point,1,0.95
This Phone Accessory Will Make Your Photos Look Sick As Hell,1,0.95
Chess grandmasters Kasparov and Karpov play match in Spain,0,0.05
"Marketing a Drink, but Never by Name",0,0.05
11 People Who Look Strikingly Similar To Leonardo DiCaprio,1,0.95
Can You Make It Through Our Ghost Game,1,0.95
Watch This Tiny Hamster Throw An Adorable Halloween Party,1,0.95
21 Tweets About Getting Old That Are Funny Because They're True,1,0.95
Obama delays arrival to Copenhagen summit by one week,0,0.05
Will  Big-Leaguers in World Baseball Classic Be Worse for Wear?,0,0.05
Palestinians Serenade Survivors in Israel,0,0.05
Palestinians Stop Paying Israeli Hospitals for Gaza and West Bank Patients,0,0.05
"US, UK embassies in Yemen close due to al-Qaeda threat",0,0.05
"FYI, ABC Just Released An Eight-Minute Clip Of Priyanka Chopra Starrer ""Quantico""",1,0.95
21 Tweets About Disney That Will Make You Laugh Out Loud,1,0.95
Scientists recreating the 1918 flu virus say 'it came from birds',0,0.05
Adele Said A Mic Dropped In The Piano And That's Why Her Grammy Performance Was Off,1,0.95
I Drew Disney Princesses Living In The Star Wars Universe,1,0.95
5 Newspapers in Northeast to Share Content,0,0.05
21 Beautiful Wedding Desserts That Are Better Than Traditional Cake,1,0.95
Defense Chief Criticizes Bid to Add F-22s,0,0.05
"Which ""1989"" Taylor Swift Costume Should You Wear This Halloween",1,0.95
Union Head Says Investigating Agents Is a Difficult Task,0,0.05
"UK government to spy on phone, email, browsing, of entire population",0,0.05
Scientists discover 300 new species on island of Luzon in the Philippines,0,0.05
30 Questions We Still Ask Our Moms,1,0.95
Man to face court after axe attack in Australia,0,0.05
Crime Ring Accused of 82 Fraudulent Home Sales,0,0.05
Should You Call Drake On His Cell Phone,1,0.95
Bangladesh hit by several bomb explosions,0,0.05
Israeli Arabs Recoil at Attacks on Gaza as Allegiance to Their Country Is Strained,0,0.05
Obama signs healthcare bill for 9/11 emergency workers,0,0.05
Bankruptcy Could Be More Costly,0,0.05
Migrant workers in Dominos Pizza 'slavery',0,0.05
Adele Just Dropped Her New Track And People Are Super Excited,1,0.95
Just A Reminder That Chace Crawford Looks Flawless AF Right Now,1,0.95
Typhoon Ketsana leaves over 140 dead in the Philippines after heavy flooding,0,0.05
Angry driver takes out cyclist pack,0,0.05
Madoff Sentenced to 150 Years in Prison,0,0.05
These Hot Guys Holding A Puppy Will Make You Feel Things,1,0.95
Ford Reports a Record $14.6 Billion Loss for 2008,0,0.05
Civil unrest in Iranian cities after Ahmadinejad declares victory,0,0.05
Alabama wins 2010 American football college title,0,0.05
Giant Lego man found in sea,0,0.05
This Color Test Will Determine What City You Should Actually Live In,1,0.95
CBS Pumps Up TV.com to Create a Destination,0,0.05
"On Abortion, Obama Is Drawn Into Debate He Had Hoped to Avoid",0,0.05
This Girl Transformed Her Back Brace Into Steampunk Armor And It's So Sick,1,0.95
23 Times Eating Eggnog Was Better Than Drinking It,1,0.95
18 Very Sweary British Words You Need To Use Right Now,1,0.95
"Proof That ""Forgetting Sarah Marshall"" Is The Funniest Movie Of All Time",1,0.95
Pope speaks with astronauts in orbit for first time,0,0.05
ITV Wales drops local news sign language,0,0.05
"Dams Are Thwarting Louisiana Marsh Restoration, Study Says",0,0.05
15 Iconic Items For Everyone Who Loves Kim Kardashian's Crying Face,1,0.95
"With Tour De France, Gallic Pride Fades in the Saddle",0,0.05
New York Film Festival Will Focus on Soccer,0,0.05
This Girl Whose Entire Family Got Killed In An Act Of Arson Just Wants Cards For Christmas,1,0.95
"27 ""Scrubs"" Moments That Will Make You Laugh Every Time",1,0.95
"Which Character From ""The Rocky Horror Picture Show"" Are You Based On Your Taste In Hot Dogs",1,0.95
Boeing 767 cargo plane seriously damaged by fire at San Francisco,0,0.05
17 Pictures Of Dogs Just Doing Their Jobs,1,0.95
"Kylo Ren Did A Hilarious ""Undercover Bosses"" Skit",1,0.95
Man banned from keeping animals after forcing cat to inhale cannabis,0,0.05
A.I.G. Chief Owns Goldman Stake Worth More Than $3 Million,0,0.05
New Zealand secures hosting rights of World Netball Championships in 2007,0,0.05
Court rules Massey can appeal US restrictions in mine disaster investigation,0,0.05
We Know Which Raccoon GIF Will Make You Happy Based On Your Zodiac Sign,1,0.95
"The Mumbai Police Has Identified Various Potentially Dangerous Places As ""No Selfie Zones""",1,0.95
Ferry hijacked to protest slogans in assassinated Turkish-Armenian journalist's funeral,0,0.05
A Big Wall Falls in China to Make Room for Mickey,0,0.05
Idaho meterologist promotes Hurricane Katrina conspiracy theory,0,0.05
Football: Chelsea beat Wigan to win fourth Premier League title,0,0.05
21 Things Girls With Thin Hair Don't Need To Hear Right Now,1,0.95
Fox News movie reviewer fired for downloading film,0,0.05
Turmoil Stalls Phuket Vacation Home Boom,0,0.05
Prince Harry ordered to return home,0,0.05
New Version of Malicious Computer Program Is Released,0,0.05
Pakistan Navy fires test missiles,0,0.05
Suspected US missile strike kills ten militants in Pakistan,0,0.05
"In Case You're Wondering, This Is What David Beckham Looks Like Dressed Up As Freddie Mercury",1,0.95
Keeping True Identity Online Becomes Battle,0,0.05
27 Of The Most Powerful Photos Of This Week,1,0.95
Thai political talk show taken off during media buyout attempt,0,0.05
There Are So Many More Penis Emojis Now,1,0.95
American War Hero congressman wants U.S. troops out of Iraq soon,0,0.05
"41 Years Later in Chicago, Police and Demonstrators Still Clash, but With Words",0,0.05
Disney to Start a Cable Channel for Boys,0,0.05
German President Re-elected,0,0.05
Drug Tie Seen to Protests in Mexico,0,0.05
"Gen. Petraeus, Amb. Crocker testify before US Armed Services Committee",0,0.05
"Which Iconic ""America's Next Top Model"" Contestant Are You Based On Your Zodiac Sign",1,0.95
22 Times Someone Fucked Up And Hoped No One Would Notice,1,0.95
Fresh floods in India claims sixteen lives,0,0.05
Can We Guess If You Have Brothers Or Sisters,1,0.95
Disney Princesses Breastfeeding In Public,1,0.95
Australian Marcos Ambrose Is Rising Nascar Star,0,0.05
Minor earthquake shakes Illinois,0,0.05
"18 Photos That Prove The ""Harry Potter"" Actors Are Actually Their Characters",1,0.95
Would You Smooch These Animals,1,0.95
We Rode Hoverboards Around New York City And Here's What Happened,1,0.95
Are You Compatible With Your Celebrity Crush,1,0.95
Can We Guess How Sensitive You Are Based On This One Question,1,0.95
New South Wales water supply problems continue,0,0.05
Arrests and resignations as probe into Britain's phone hacking scandal widens,0,0.05
A Congolese Rebel Leader Who Once Seemed Untouchable Is Caught,0,0.05
This Photographer Immersed Himself In The Lives Of Homeless People,1,0.95
This Child Sexual Abuse Survivor Spoke About Her Ordeal And It Was Heartbreaking,1,0.95
"Hallelujah, Gigi Hadid Is Single Again",1,0.95
Wheelchair Rugby Tri-Nations Series begins in Sydney,0,0.05
This Clydesdale Horse Already Has The Best Photobomb Of 2016,1,0.95
Remains of a child discovered in Jersey care home,0,0.05
"This ""Be Like Bill"" Meme Passive Aggressively Calls Out People's Social Media Habits",1,0.95
Adele Is Currently Experiencing What She Put All Of Us Through For The Last Four Years,1,0.95
American pitchman Billy Mays dies at age 50,0,0.05
Amandla Stenberg Co-Wrote A Comic Starring A Young Black Hero,1,0.95
"There's A Fun New Parody Of The ""Mr. Men And Little Miss"" Books",1,0.95
21 Pumpkin Recipes To Get You In The Fall Spirit,1,0.95
Venezuelan economy shrank by 5.8% in fourth quarter of 2009,0,0.05
What's The Most Gorgeous Quote From A 2015 Book You Read This Year,1,0.95
Panel Changed to Get Pay Cut,0,0.05
Jake Gyllenhaal Once Wrote A Letter To KFC To Bring Back Chicken Littles,1,0.95
Australia to continue burning Indonesian boats,0,0.05
NHL: Montreal Canadiens open 100th season,0,0.05
Bruney Looks to Explain Continued Elbow Pain,0,0.05
When Abuela Knows You're Sick,1,0.95
Reminder: Lea Salonga Is A Real-Life Disney Princess,1,0.95
The 45 Funniest Tweets From 2015,1,0.95
Years of International Herald Tribune Articles Disappear,0,0.05
New earthquake hits Chile,0,0.05
If White Men Experienced Racism And Sexism,1,0.95
New Zealand Labour party spending in question,0,0.05
Aubrey Plaza Tried To Play With Robert De Niro's Nipples But Did Not Succeed,1,0.95
Tour de France: Michael Rasmussen wins stage 8,0,0.05
Baylor Holds Off Texas A&M to Win Big 12 Title,0,0.05
"Who Do You Think The ""Scream Queens"" Red Devil Is",1,0.95
"Identifying the Bird, When Not Much Bird Is Left",0,0.05
Near-Earth asteroid 2004 MN4 reaches Torino Scale hazard rating 4,0,0.05
NATO to expand Afghanistan presence,0,0.05
Can We Guess Your Personal Life Philosophy,1,0.95
Pilot Fakes Distress and Flees Before Crash,0,0.05
US political columnist James J. Kilpatrick dies at age 89,0,0.05
"Michael J Fox And Christopher Lloyd Crashed ""Jimmy Kimmel Live"" As Marty McFly And Doc Brown",1,0.95
I Finally Bought An Amazon Echo And This Is What Happened,1,0.95
A Dog Kept Watch Over Her Trapped Best Friend For A Week Until Help Arrived,1,0.95
Ex-Credit Suisse Executive Named to Run UBS,0,0.05
Empowering Big Investors Carries the Risk of Abuse,0,0.05
Boxing: Joshua Clottey of Ghana wins IBF welterweight title,0,0.05
Even Forbes Is Pinching Pennies,0,0.05
27 Of The Best Emo Songs To Add To Your Breakup Playlist,1,0.95
29 Movies That Will Be 20 Years Old In 2016,1,0.95
Court Restores Qwest Insider Trading Conviction,0,0.05
"White farmer who beat Mugabe in court over land seizures, dies",0,0.05
"13 Rare Photos Of The Cast Of ""A Cinderella Story"" That Will Give You All The Feels",1,0.95
"Israel ""illegally annexing"" east Jerusalem, EU reports",0,0.05
Can You Tell If It's A Bukowski Poem Or Actually A Porno,1,0.95
Monday's no-confidence vote may signal end of current Canadian goverment,0,0.05
21 Badass Things Bollywood Did In 2015,1,0.95
Delta 4 Heavy rocket poised for maiden launch,0,0.05
Canada announces $9 billion plan to purchase 65 F-35 fighters,0,0.05
Economist Milton Friedman dies at 94,0,0.05
27 Of The Best Responses For When Random Guys Tell You To Smile,1,0.95
Do You Know How Old Your Favorite Pop Star Was When They Released Their First Album,1,0.95
Pettitte Meets Prosecutors in Clemens Inquiry,0,0.05
"Reality TV Star, Jade Goody, Prepares to Die in Spotlight",0,0.05
"Take A Look At The Newest ""Real Housewives Of Atlanta"" Taglines",1,0.95
Let's Settle This: Do You Peel Or Bite Your String Cheese,1,0.95
"Director Joseph Kahn Defends Taylor Swift's ""Wildest Dreams"" Video",1,0.95
22.2% of secondary school students in Ireland drop out before the Leaving Cert,0,0.05
32 Jaw-Dropping Halloween Makeup Ideas,1,0.95
Former Vice President of the United States Al Gore and longtime wife Tipper separating,0,0.05
Romanian president to hold referendum on unicameral parliament,0,0.05
Heartbreaking Triage as Fargo Battles Floods,0,0.05
Pick A Pumpkin To Determine What You Should Do Halloween Night,1,0.95
Here's The First Footage Of Shanghai Disneyland,1,0.95
"Selena Gomez Shuts Down Instagram Haters: ""Yes I Fucking Sing Live""",1,0.95
UN 'optimistic' on tsunami aid effort,0,0.05
Red Bull Racing F1 team must prove safety after David Coulthard suffers crash,0,0.05
Can We Guess Your College Major With Random Questions,1,0.95
27 Perfectly Magical Gifts For The Hermione Granger In Your Life,1,0.95
20 Mouthwatering Breakfast Sandwiches That'll Nurse Your Hangover,1,0.95
Two more UN peacekeepers killed after attack in Darfur,0,0.05
This Band Just Did The Nicest Damn Thing Ever,1,0.95
People Are Not Taking The Demise Of The Twitter Fave Well,1,0.95
Ted Kennedy diagnosed with brain tumor,0,0.05
New report details strain on US Army,0,0.05
"Fuck, Marry, Kill: The Girl Names Edition",1,0.95
"17 ""Home Alone"" Tweets That Will Make You Laugh Out Loud",1,0.95
This Is What $100 A Night Can Get You At Airbnbs Around The World,1,0.95
"Judge orders residents and city to come to agreement on partially collapsed building in Buffalo, New York",0,0.05
These Are 15 Things Every Grown-Ass Woman Should Have,1,0.95
General Dynamics to Build New Navy Destroyer,0,0.05
English Sweep Across Europe Once Again,0,0.05
"Carter's CIA chief labels Dick Cheney ""vice president for torture""",0,0.05
Former WorldCom CEO Ebbers sentenced to 25 years,0,0.05
"Redcar, UK steelworkers march to save their jobs",0,0.05
American actor Arnold Stang dies at age 91,0,0.05
"Nearly 100,000 protest for closure of US military base in Japan",0,0.05
Matsuzaka Sends Cuba Into Unfamiliar Territory,0,0.05
Injured NASA astronaut replaced on crew of upcoming mission,0,0.05
Elections held in Bulgaria,0,0.05
15 Stylishly Sexy Tall Guys Who Will Make You Feel Things,1,0.95
14 killed in Russian bus-truck collision,0,0.05
"Can You Identify These Characters From ""Recess""",1,0.95
Couples Find Out If Their Stories Of How They Met Add Up,1,0.95
Could You Pass Your Defence Against The Dark Arts O.W.L,1,0.95
These Stills From Old Disney Cartoons Are Insanely Gorgeous,1,0.95
"In Philadelphia Suburb, Arson Count for Year Up to 20",0,0.05
Did Blac Chyna Just Get Future's Name Tattooed On Her Hand,1,0.95
33 Shirts You Need To Own Immediately,1,0.95
'Blaspheming' movie should be prohibited says Iran government,0,0.05
Here Is One Direction Singing One Direction In A Car With James Corden,1,0.95
What Does Star Wars Mean To You,1,0.95
29 Truths Only '90s Latina Girls Will Get,1,0.95
"In Recession, Strategy Shifts for Big Chains",0,0.05
27 Hilarious Tweets About Med School That Will Make You Laugh Then Cry,1,0.95
"Who Said It: The ""RuPaul's Drag Race"" Edition",1,0.95
19 People Who Have Too Much Going On,1,0.95
"18 Times The Internet Perfectly Summed Up Playing ""Mario Kart""",1,0.95
19 Secrets People Who Work In Office Will Never Tell You,1,0.95
Satirical website criticizes Glenn Beck for 'hypocritical' attempts to silence free speech,0,0.05
German cannibal seeks review of manslaughter conviction,0,0.05
22 Obnoxiously Cozy Things That'll Help You Embrace The Cold,1,0.95
Australian Senate agrees ban on tertiary-sector mandatory student unions,0,0.05
Judge Orders Delphi to Seek New Suitors,0,0.05
Japanese researchers create smell sensor using genetically engineered frog eggs,0,0.05
13 Eye-Opening Facts That Reveal India's Massive Obsession With Engineering,1,0.95
2010 BRIT Awards highlights,0,0.05
"Wikinews interviews Brooks Lindsay, founder of Debatepedia",0,0.05
"As Trial Begins, Cheers Greet Iraqi Who Threw Shoes at Bush",0,0.05
These Adults Watched Old Christmas Classics And Felt Like Kids Again,1,0.95
"All 78 ""Treehouse Of Horror"" Segments Ranked From Worst To Best",1,0.95
7.2 magnitude earthquake hits Indonesia,0,0.05
This Couple Built A Mega-Bed To Fit All Their Pets And It's Amazing,1,0.95
Several Firms Interested in Barclays Unit,0,0.05
"How Well Do You Know ""The Maze Runner""",1,0.95
UK revokes visa of former Thai PM,0,0.05
2nd-Largest Mall Operator Files for Bankruptcy,0,0.05
NSW Supreme Court upholds non-publication order for lawsuit filed against Australia's richest person,0,0.05
9 Really Important Things Every Black Woman Should Know About Her Edges,1,0.95
When Is The Red Devil Going To Kill You,1,0.95
This Sorting Hat Quiz Tells You The House You Definitely Wouldn't Be In,1,0.95
55 Pictures That Will Inspire You To Layer Up For Fall,1,0.95
"BuzzFeed Employees Try Holiday Drink ""Santa's Piss"" For The First Time",1,0.95
US Secretary of State Hillary Clinton pledges support for Afghanistan,0,0.05
Former UK MP Mo Mowlam 'critically ill',0,0.05
18 Completely Shocking Confessions From Nurses,1,0.95
Madoff Accountant Faces Charges,0,0.05
"Ovarian baby ""miracle"" birth",0,0.05
The Perils and Pleasures of Entrepreneurship,0,0.05
US military to carry out review following Wikileaks release of classified 2007 video,0,0.05
18 Things You'll Understand If You're The Easy Target In Your Friendship Group,1,0.95
United States re-elects Barack Obama,0,0.05
Rare Middle East cyclone batters Oman,0,0.05
FDA Rules on Drug Ads Sow Confusion on Web,0,0.05
'Gouge' found on wing of Space Shuttle Endeavour,0,0.05
Study Warns of Threat to Coasts From Rising Sea Levels,0,0.05
Zeus botnet trojan horse is back,0,0.05
Rockets fired into Israel from Lebanon,0,0.05
Cuomo Has More Questions on Merrill Bonuses,0,0.05
Which Books Have Helped You Manage Your Anxiety,1,0.95
Celebs Play The Blind Kissing Challenge,1,0.95
John Gotti Jr. arrested on murder charges,0,0.05
What Size Mattress Do You And Your Partner Need,1,0.95
Prime Minister of Vanuatu loses seat over paperwork error,0,0.05
Online retailers in Canada experience strong growth,0,0.05
China Orders Patches to Planned Web Filter,0,0.05
18 Easy Ways to Become a Morning Runner Without Even Trying,1,0.95
Hundreds of Air Canada flight attendants to lose jobs,0,0.05
Watch Kids Cry In Slow Motion With Santa And Try Not To Laugh,1,0.95
Falwell called for boycott of stores using 'Happy Holidays' in place of 'Merry Christmas',0,0.05
"All The Times Jackie And Kelso Kissed On ""That 70's Show""",1,0.95
"23 Times ""Hunger Games"" Fans Dominated Tumblr",1,0.95
23 Ridiculously Clever Halloween Costumes Every TV Lover Will Want,1,0.95
"16 Times ""This Is England '90"" Made You Feel All The Feelings",1,0.95
What Is Your Sex IQ,1,0.95
Space Shuttle Discovery successfully launches after a month of delays,0,0.05
Global markets plunge,0,0.05
Here's Why Adopting A Pet Is The Best Idea Ever,1,0.95
The SA Baxter Foundry Uses Green Technology to Cut Toxic Waste,0,0.05
If Hogwarts Were A College,1,0.95
Mugabe's party calls for recount of Zimbabwe presidential votes,0,0.05
2 Money Managers Held in New Wall St. Fraud Case,0,0.05
"Jack Herrick, wikiHow founder interviewed by Wikinews",0,0.05
21 Things All Friends With A Group Chat Will Understand,1,0.95
"Questions raised about McCain's choice of Palin, aides insist ""thorough vetting"" process",0,0.05
Off to Practice Before a Round of Golf? Think Again,0,0.05
Watch This Nerdy Daredevil Solve A Rubik's Cube While Skydiving While Your Stomach Falls Out Of Your Ass,1,0.95
23 Made In America Clothing Brands You Should Know,1,0.95
Can You Guess The Numbers Missing From These Book Titles,1,0.95
"Hurricane Katrina strikes Florida, kills seven",0,0.05
22 Hilarious Tweets That Prove Grindr Was At Its Worst In 2015,1,0.95
"Which ""Master Of None"" Character Are You",1,0.95
PETA India CEO Faces Sexual Harassment And Threats For Condemning Bull-Taming As Sport,1,0.95
28 Insanely Clever Halloween Costumes For Your Inner Geek,1,0.95
16 Real-Life Achievements For People Who Procrastinate,1,0.95
Foundations Could Be Fined for Madoff Investments,0,0.05
You'll Be In Tears After Hearing Josh Groban And Kelly Clarkson Duet,1,0.95
Palestinians storm Egyptian border near Rafah,0,0.05
How Many Of These 15 Weird Boob Habits Do You Actually Do,1,0.95
What Lame-Ass Joke Should You Tell At Thanksgiving Dinner,1,0.95
